Listening to port 4567
Connected!!!
NIS,radar,2.74154
NIS,laser,1.85149
NIS,radar,1.7249
NIS,laser,4.28037
NIS,radar,2.81292
NIS,laser,1.94901
NIS,radar,3.80784
NIS,laser,0.861657
NIS,radar,2.92954
NIS,laser,0.624609
NIS,radar,0.27194
NIS,laser,2.13207
NIS,radar,4.52043
NIS,laser,5.31919
NIS,radar,2.08662
NIS,laser,2.12523
NIS,radar,2.30667
NIS,laser,0.538736
NIS,radar,5.17155
NIS,laser,1.52854
NIS,radar,7.83399
NIS,laser,0.499538
NIS,radar,1.69829
NIS,laser,0.207703
NIS,radar,0.725729
NIS,laser,2.24396
NIS,radar,1.69981
NIS,laser,0.269132
NIS,radar,3.95296
NIS,laser,3.03578
NIS,radar,1.15872
NIS,laser,1.39148
NIS,radar,4.98323
NIS,laser,14.5663
NIS,radar,1.56438
NIS,laser,0.708524
NIS,radar,2.45578
NIS,laser,1.29439
NIS,radar,1.92149
NIS,laser,1.76864
NIS,radar,6.59386
NIS,laser,0.189205
NIS,radar,1.96104
NIS,laser,1.22321
NIS,radar,0.926933
NIS,laser,5.99966
NIS,radar,3.69647
NIS,laser,2.26342
NIS,radar,1.6275
NIS,laser,0.663312
NIS,radar,0.894567
NIS,laser,2.03697
NIS,radar,2.00351
NIS,laser,3.32886
NIS,radar,3.51596
NIS,laser,5.306
NIS,radar,0.318874
NIS,laser,2.69605
NIS,radar,1.86464
NIS,laser,0.322417
NIS,radar,1.3056
NIS,laser,0.628878
NIS,radar,6.4254
NIS,laser,0.551212
NIS,radar,0.253599
NIS,laser,0.539006
NIS,radar,11.0127
NIS,laser,2.0239
NIS,radar,3.58034
NIS,laser,4.42611
NIS,radar,0.585528
NIS,laser,1.44966
NIS,radar,1.37703
NIS,laser,5.75979
NIS,radar,0.959433
NIS,laser,1.20199
NIS,radar,1.99331
NIS,laser,1.13914
NIS,radar,1.6934
NIS,laser,0.040514
NIS,radar,5.13844
NIS,laser,0.539134
NIS,radar,2.26114
NIS,laser,2.63726
NIS,radar,2.75685
NIS,laser,1.67284
NIS,radar,1.78657
NIS,laser,3.01115
NIS,radar,7.23235
NIS,laser,0.0694869
NIS,radar,8.4459
NIS,laser,0.369069
NIS,radar,0.205588
NIS,laser,0.821934
NIS,radar,0.88654
NIS,laser,0.114431
NIS,radar,2.78326
NIS,laser,1.52339
NIS,radar,2.15265
NIS,laser,0.228504
NIS,radar,1.12544
NIS,laser,3.8368
NIS,radar,0.603176
NIS,laser,1.99727
NIS,radar,8.93173
NIS,laser,0.445401
NIS,radar,2.29959
NIS,laser,0.908907
NIS,radar,0.948714
NIS,laser,1.22809
NIS,radar,3.24359
NIS,laser,0.0594848
NIS,radar,4.67736
NIS,laser,0.0978972
NIS,radar,1.87537
NIS,laser,4.28108
NIS,radar,5.56769
NIS,laser,1.01481
NIS,radar,1.48162
NIS,laser,0.306043
NIS,radar,2.51038
NIS,laser,2.1329
NIS,radar,5.84705
NIS,laser,0.0895111
NIS,radar,1.69688
NIS,laser,4.39769
NIS,radar,6.54247
NIS,laser,3.19294
NIS,radar,4.30067
NIS,laser,1.36755
NIS,radar,2.03374
NIS,laser,0.604482
NIS,radar,1.61638
NIS,laser,0.54448
NIS,radar,4.41485
NIS,laser,5.93608
NIS,radar,1.67304
NIS,laser,0.770507
NIS,radar,5.69461
NIS,laser,3.43125
NIS,radar,2.90376
NIS,laser,1.20706
NIS,radar,0.459678
NIS,laser,1.47547
NIS,radar,0.0563773
NIS,laser,1.33837
NIS,radar,0.530425
NIS,laser,0.674811
NIS,radar,0.294456
NIS,laser,1.73747
NIS,radar,7.82813
NIS,laser,0.252581
NIS,radar,6.5035
NIS,laser,2.1361
NIS,radar,0.569615
NIS,laser,7.93501
NIS,radar,2.27994
NIS,laser,0.513364
NIS,radar,0.20071
NIS,laser,4.09111
NIS,radar,1.48731
NIS,laser,1.84956
NIS,radar,0.713906
NIS,laser,2.14885
NIS,radar,2.64653
NIS,laser,0.835186
NIS,radar,9.5303
NIS,laser,2.71354
NIS,radar,0.17493
NIS,laser,1.01808
NIS,radar,6.66794
NIS,laser,2.09077
NIS,radar,3.99554
NIS,laser,0.715184
NIS,radar,2.65496
NIS,laser,1.04928
NIS,radar,6.39648
NIS,laser,5.33922
NIS,radar,1.54238
NIS,laser,5.25656
NIS,radar,2.17694
NIS,laser,0.561687
